event_id, px, py, pz, eta, phi, mass, p_T
696, 174.4455260000,  14.7246962000,  -0.5688104500,  -0.0024852317,  0.0842089509,  147.4318767373,  175.0658682314
697, 418.1612880000,  -152.4652295400,  140.3056480400,  0.2587249422,  -0.3496294844,  299.1756848191,  445.0893269901
698, 180.1916080000,  -11.0595619600,  -1.2493128000,  -0.0053699298,  -0.0612997792,  146.7448624101,  180.5306885390
699, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
700, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
701, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
702, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
703, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
704, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
705, 224.9632010000,  -24.6462775400,  8.3981118400,  0.0290637595,  -0.1091217322,  179.5980807447,  226.3092592024
706, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
707, 447.6577130000,  -103.1530275300,  -78.1407202700,  -0.1416068153,  -0.2264751773,  302.3810263330,  459.3886971803
708, 382.4054920000,  161.2798838000,  -109.9907381200,  -0.2187883588,  0.3991154668,  276.5765400952,  415.0242899281
709, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
710, 507.4980500000,  11.2926308900,  215.2603884600,  0.3564768356,  0.0222479035,  303.1474830888,  507.6236738631
711, 416.9326980000,  123.4973856000,  -188.5145015000,  -0.3457211666,  0.2879711548,  310.9288041680,  434.8384515100
712, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
713, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
714, 455.5622350000,  -183.5146447600,  144.7634051000,  0.2467146487,  -0.3829446115,  310.1238180958,  491.1360043813
715, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
716, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
717, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
718, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
719, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
720, 268.0217560000,  -90.7498148000,  58.3328895500,  0.1537642302,  -0.3264751696,  250.4362549990,  282.9685328364
721, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
722, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
723, 309.6898060000,  -0.7622969100,  -59.1427287700,  -0.1541375929,  -0.0024614803,  223.9588515955,  309.6907441899
724, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
725, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
726, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
727, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
728, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
729, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
730, 285.7894570000,  63.7808190400,  -33.7548738000,  -0.0917442415,  0.2195758936,  221.9122074402,  292.8200925650
731, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
732, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
733, 136.6871750000,  5.2099317000,  -10.7887440500,  -0.0611470249,  0.0380972896,  111.2724706171,  136.7864291434
734, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
735, 408.7532200000,  -74.9632668100,  -53.8085234000,  -0.1080446614,  -0.1813793642,  272.6966828374,  415.5703144249
736, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
737, 344.3449930000,  21.2857884600,  -61.0225128600,  -0.1392715027,  0.0617367435,  267.8000077828,  345.0022594050
738, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
739, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
740, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
741, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
742, 259.7524940000,  -18.4406272100,  -2.1837064400,  -0.0067380772,  -0.0708741615,  192.9190612115,  260.4062496775
743, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
744, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
745, 205.7784300000,  -14.3134305400,  16.0646790400,  0.0607374705,  -0.0694456332,  165.2916394945,  206.2756324608
746, 186.1011860000,  -1.4760699600,  0.9472451000,  0.0039024411,  -0.0079313788,  155.8281654470,  186.1070396657
747, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
748, 377.2069460000,  -190.9913042000,  41.6341627800,  0.0812936512,  -0.4686990111,  288.0156757090,  422.8034512521
749, 134.2112580000,  6.3680537000,  -7.8215872500,  -0.0451605192,  0.0474124259,  109.1924693745,  134.3622487229
750, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
751, 249.6139460000,  18.8671300000,  53.6417035000,  0.1656260431,  0.0754417886,  203.1657791534,  250.3259687530
752, 332.2414560000,  91.7593934500,  -71.6997704500,  -0.1779501741,  0.2694655677,  204.5432111841,  344.6798099270
753, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
754, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
755, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
756, 215.4330570000,  -37.7782032000,  -2.1998859200,  -0.0078501465,  -0.1735943277,  175.1897723311,  218.7203572724
757, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
758, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
759, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
760, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
761, 320.6625630000,  -93.4016875400,  77.2569000400,  0.1854402128,  -0.2834351220,  245.0357887223,  333.9885545121
762, 226.1214260000,  13.2507460400,  -18.2169289000,  -0.0636416241,  0.0585331955,  174.6931014993,  226.5093410146
763, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
764, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
765, 270.0831050000,  -64.0760433000,  48.5640729500,  0.1456445719,  -0.2329390230,  182.6208276219,  277.5799397136
766, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
767, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
768, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
769, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
770, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
771, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
772, 188.9619480000,  38.8294237800,  1.1954950300,  0.0049674378,  0.2026669267,  143.8939320939,  192.9101913924
773, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
774, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
775, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
776, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
777, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
778, 143.2140750000,  -16.4974398100,  4.2969851600,  0.0237031292,  -0.1146887499,  109.8867611889,  144.1611487135
779, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
780, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
781, 342.5416330000,  172.4078078000,  32.2141511000,  0.0689762612,  0.4662995051,  265.9219483161,  383.4830146548
782, 425.6158960000,  81.6479962000,  -154.0666270000,  -0.2896079776,  0.1895323473,  295.6515144051,  433.3766101341
783, 306.0795410000,  54.8547065600,  48.1754894500,  0.1297696828,  0.1773345644,  200.8810551584,  310.9561452208
784, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
785, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
786, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
787, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
788, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
789, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
790, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
791, 165.6741410000,  1.9287054600,  2.3150384500,  0.0108817226,  0.0116410342,  133.4438357065,  165.6853671899
792, 218.3046250000,  -4.6563742000,  2.9261961100,  0.0105121116,  -0.0213264755,  172.6418646541,  218.3542789072
793, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
794, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
795, 186.2165400000,  -6.1051099500,  -10.2391139000,  -0.0423962846,  -0.0327732649,  153.5517117241,  186.3165911482
796, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
797, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
798, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
799, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
800, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
801, 422.4499190000,  70.3709676000,  -46.1094330300,  -0.0948889351,  0.1650626477,  228.0462222236,  428.2709506190
802, 144.0410190000,  -16.1934568100,  6.0472691800,  0.0331479612,  -0.1119524671,  110.7223008982,  144.9484156451
803, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
804, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
805, 462.0817280000,  -73.8038436000,  62.6954709000,  0.1129678831,  -0.1583825559,  296.2006430121,  467.9385971274
806, 247.2569970000,  22.8815652000,  -14.0732655000,  -0.0442275673,  0.0922788038,  198.8125487919,  248.3134885411
807, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
808, 274.5521200000,  13.1838918000,  -62.8958718900,  -0.1758926411,  0.0479827738,  225.8340118375,  274.8684805493
809, 208.0637110000,  -45.7637247000,  -14.6765859400,  -0.0528811849,  -0.2165031238,  177.6830170437,  213.0371477783
810, 217.9894090000,  -40.4532813000,  -48.9704478200,  -0.1794043211,  -0.1834872229,  156.7093039145,  221.7111869169
811, 416.7181750000,  137.0062380500,  62.0095380200,  0.1169929022,  0.3176418534,  295.3420480469,  438.6624518237
812, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
813, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
814, 436.9988470000,  15.8140222000,  85.0207284000,  0.1632836224,  0.0361720051,  278.4007533713,  437.2848906348
815, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
816, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
817, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
818, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
819, 187.0762710000,  -3.8750089500,  -11.4863329000,  -0.0474211477,  -0.0207105630,  153.6679667149,  187.1163992429
820, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
821, 224.2261120000,  98.4371915000,  -11.4631878000,  -0.0373121021,  0.4136759746,  185.4071369129,  244.8820736049
822, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
823, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
824, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
825, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
826, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
827, 322.4380610000,  -130.0957809500,  -38.4814349000,  -0.0900835166,  -0.3834986973,  247.1730987551,  347.6941405926
828, 438.1936270000,  -1.1185442600,  -100.9987781700,  -0.1929475627,  -0.0025526200,  280.3782390009,  438.1950546100
829, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
830, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
831, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
832, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
833, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
834, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
835, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
836, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
837, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
838, 197.2689670000,  -20.6831978000,  -16.6048491000,  -0.0660883982,  -0.1044660177,  153.9251537780,  198.3502962248
839, 388.7695210000,  -59.9958255400,  82.3759653500,  0.1800454940,  -0.1531144795,  228.7877831294,  393.3716303202
840, 436.1218500000,  134.9183005000,  235.3803107700,  0.4021496110,  0.3000209331,  341.0153949410,  456.5142011561
841, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
842, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
843, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
844, 498.2767510000,  45.3138125800,  126.8055329300,  0.2158416260,  0.0906915875,  299.1740927627,  500.3329513411
845, 378.0544440000,  -135.1006335000,  -227.0482873000,  -0.4580017388,  -0.3432143892,  260.9435122642,  401.4689823638
846, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
847, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
848, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
849, 236.3335650000,  -66.1811327000,  -44.9612609400,  -0.1421971312,  -0.2730390506,  197.6645529651,  245.4251337395
850, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
851, 403.1982670000,  -23.1387659500,  49.9334311000,  0.1057291322,  -0.0573251828,  243.1296007173,  403.8616656746
852, 592.8200610000,  22.5040172800,  -283.5447055700,  -0.3901304396,  0.0379427391,  387.6669295893,  593.2470442554
853, 144.9981460000,  4.6950017000,  -10.9108353000,  -0.0578861017,  0.0323684270,  120.1730570229,  145.0741375449
854, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
855, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
856, 434.2981280000,  -155.9126942000,  -98.0761648900,  -0.1768551879,  -0.3446693487,  302.3619413097,  461.4364877174
857, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
858, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
859, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
860, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
861, 411.9117460000,  101.1175015000,  -244.1559403000,  -0.4800606684,  0.2407232616,  244.5086065119,  424.1415277975
862, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
863, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
864, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
865, 567.1215000000,  138.3313688000,  68.2476707600,  0.1028854194,  0.2392466646,  312.5761742419,  583.7485446289
866, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
867, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
868, 540.2868980000,  -96.9429127200,  -106.9908569700,  -0.1663658166,  -0.1775393994,  329.3673199890,  548.9151669221
869, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
870, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
871, 165.4417810000,  0.3308994600,  3.4642184500,  0.0162983873,  0.0020000934,  133.4253037989,  165.4421119150
872, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
873, 379.9696870000,  198.4540413000,  163.4918230600,  0.3089675791,  0.4813195087,  295.8074335496,  428.6734999358
874, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
875, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
876, 190.8557630000,  41.9473652800,  2.2778770300,  0.0093397342,  0.2163458781,  145.9300583229,  195.4111146385
877, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
878, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
879, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
880, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
881, 581.7422430000,  2.5052645000,  -212.2675029400,  -0.3089712459,  0.0043064588,  344.7041065633,  581.7476374175
882, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
883, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
884, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
885, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
886, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
887, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
888, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
889, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
890, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
891, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
892, 240.7346090000,  -7.4272077200,  -28.3862779700,  -0.0896341337,  -0.0308424806,  204.9789995978,  240.8491548353
893, 478.6408410000,  89.5902095000,  176.9761914400,  0.3066203337,  0.1850352007,  292.8660731052,  486.9532424283
894, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
895, 163.4202010000,  2.3984244600,  6.4329014500,  0.0308004874,  0.0146753722,  129.9830585475,  163.4378002017
896, 455.9545200000,  63.7607448000,  -38.9789748900,  -0.0711974326,  0.1389391530,  295.4072547995,  460.3910912321
897, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
898, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
899, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
900, 461.5225980000,  44.5875128280,  246.6387740300,  0.4303244193,  0.0963107046,  306.5255112420,  463.6713866143
901, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
902, 194.2340220000,  -23.2965848000,  -13.8104621000,  -0.0558249762,  -0.1193705701,  151.2216623031,  195.6261387587
903, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
904, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
905, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
906, 231.9934360000,  -84.5393828100,  -68.1927698200,  -0.2190741897,  -0.3494489997,  185.4460255849,  246.9167098294
907, 407.5024300000,  -127.9713189500,  -35.5966386000,  -0.0701967075,  -0.3042855797,  272.5654937003,  427.1239737239
908, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
909, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
910, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
911, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
912, 214.6380290000,  8.8299558000,  3.8749771100,  0.0142678265,  0.0411156383,  166.1560651582,  214.8195792111
913, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
914, 435.9047720000,  130.3216965900,  -86.3806160200,  -0.1640798007,  0.2905099868,  260.1618428550,  454.9689163607
915, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
916, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
917, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
918, 194.5419870000,  -23.2332348000,  -12.3614671000,  -0.0498780716,  -0.1188623439,  151.6056257044,  195.9243933388
919, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
920, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
921, 270.3986220000,  -0.5565950800,  97.3951050600,  0.2790178671,  -0.0020584213,  213.5806098201,  270.3991948538
922, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
923, 186.2490500000,  -5.7338769500,  -10.2593109000,  -0.0425071502,  -0.0307763529,  153.2825877568,  186.3372908754
924, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
925, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
926, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
927, 444.5831990000,  5.8398600600,  40.8692999500,  0.0806090229,  0.0131348288,  242.5102884648,  444.6215523325
928, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
